Sr_no,Time,Date,Location,Wind Speed,Wind Direction,Air Temperature,Canopy Temperature,Rainfall,Leaf Wetness,Humidity
1,0:00:15,Apr 01 2017,Manjari,0.35,339.07,29.41,31.33,0,0,53.49
2,0:30:11,Apr 01 2017,Manjari,0.19,338.73,29.15,31.37,0,0,54.16
3,1:00:15,Apr 01 2017,Manjari,1.33,360,28.95,31.25,0,0,55.28
4,1:30:12,Apr 01 2017,Manjari,0.54,332.94,28.55,30.82,0,0,56.58
5,2:00:15,Apr 01 2017,Manjari,0.99,0,28.16,30.46,0,0,57.36
6,2:30:11,Apr 01 2017,Manjari,0.96,0,27.94,30.29,0,0,56.51
7,3:00:14,Apr 01 2017,Manjari,0.56,0,27.81,30.29,0,0,56.65
8,3:30:11,Apr 01 2017,Manjari,0.15,0,27.75,30.28,0,0,56.17
9,4:00:15,Apr 01 2017,Manjari,0.18,0,27.84,30.28,0,0,52.72
10,4:30:14,Apr 01 2017,Manjari,0.32,0,27.65,29.8,0,0,52.33
11,5:00:13,Apr 01 2017,Manjari,0,0,27.37,29.28,0,0,52.23
12,5:30:11,Apr 01 2017,Manjari,0,0,26.9,28.81,0,0,51.18
13,6:00:15,Apr 01 2017,Manjari,0,0,26.7,28.14,0,0,49.87
14,6:30:11,Apr 01 2017,Manjari,0,0,26.17,26.98,0,0,50.23
15,7:00:15,Apr 01 2017,Manjari,0,0,25.64,26.33,0,0,52.49
16,7:30:11,Apr 01 2017,Manjari,0,0,25.4,27.76,0,0,56.27
17,8:00:15,Apr 01 2017,Manjari,0,0,26.5,30.68,0,0,56.49
18,8:30:10,Apr 01 2017,Manjari,2.08,345.13,28.12,32.81,0,0,48.96
19,9:00:13,Apr 01 2017,Manjari,0.14,345.13,29.15,33.9,0,0,42.95
20,9:30:11,Apr 01 2017,Manjari,2.33,335.5,30.48,35.49,0,0,39.13
21,10:00:15,Apr 01 2017,Manjari,1.63,324.58,30.93,35.56,0,0,37.87
22,10:30:11,Apr 01 2017,Manjari,2.11,21.39,31.65,36.39,0,0,34.91
23,11:00:14,Apr 01 2017,Manjari,3.69,23.72,32.57,37.78,0,0,33.34
24,11:30:10,Apr 01 2017,Manjari,2.11,51.3,34.14,39.35,0,0,30.49
25,12:00:13,Apr 01 2017,Manjari,4.17,97.42,35.2,40.1,0,0,27.1
26,12:30:10,Apr 01 2017,Manjari,4.95,85.66,36.13,41.13,0,0,24.38
27,13:00:14,Apr 01 2017,Manjari,0,0,36.53,0,0,0,0
28,13:30:22,Apr 01 2017,Manjari,1.22,140.45,37.07,41.64,0,0,22.35
29,14:00:15,Apr 01 2017,Manjari,0.84,248.42,37.22,41.61,0,0,21.76
30,14:30:11,Apr 01 2017,Manjari,1.66,43.78,37.84,42.6,0,0,21.21
31,15:00:15,Apr 01 2017,Manjari,4.6,18.62,38.33,42.6,0,0,20.02
32,15:30:10,Apr 01 2017,Manjari,11.73,29.74,37.87,42.09,0,0,20.93
33,16:00:15,Apr 01 2017,Manjari,15.62,78.14,37.77,41.93,0,0,21.91
34,16:30:11,Apr 01 2017,Manjari,15.49,41.42,36.95,41.58,0,0,22.81
35,17:00:11,Apr 01 2017,Manjari,17.18,51.94,36.01,40.13,0,0,23.42
36,17:30:14,Apr 01 2017,Manjari,15.12,14.55,35.48,38.71,0,0,24.85
37,18:00:13,Apr 01 2017,Manjari,13.05,188.9,34.64,37.28,0,0,25.53
38,18:30:11,Apr 01 2017,Manjari,8.73,84.07,33.96,36.43,0,0,30.22
39,19:00:11,Apr 01 2017,Manjari,6.18,323.87,32.98,35.46,0,0,35.44
40,19:30:10,Apr 01 2017,Manjari,6.6,0,32.25,34.7,0,0,38.14
41,20:00:15,Apr 01 2017,Manjari,3.63,355.89,31.57,34.06,0,0,39.96
42,20:30:11,Apr 01 2017,Manjari,4.73,336.19,31.08,33.47,0,0,41.62
43,21:00:15,Apr 01 2017,Manjari,2.74,355.89,30.59,32.99,0,0,42.42
44,21:30:10,Apr 01 2017,Manjari,1.86,346.83,30.09,32.5,0,0,42.95
45,22:00:11,Apr 01 2017,Manjari,0.37,354.56,29.51,31.75,0,0,43.74
46,22:30:15,Apr 01 2017,Manjari,0.66,332.24,29.06,31.36,0,0,44.31
47,23:00:22,Apr 01 2017,Manjari,0,338.84,28.7,30.92,0,0,44.8
48,23:30:13,Apr 01 2017,Manjari,0,355.45,28.33,30.54,0,0,44.9
49,0:00:11,Apr 02 2017,Manjari,0.5,339.76,28.17,30.43,0,0,43.25
50,0:30:15,Apr 02 2017,Manjari,1.58,338.15,28.09,30.32,0,0,41.35
51,1:00:11,Apr 02 2017,Manjari,0.1,0,27.64,29.49,0,0,41.27
52,1:30:15,Apr 02 2017,Manjari,0.23,20.21,27.55,29.75,0,0,40.68
53,2:00:11,Apr 02 2017,Manjari,0.17,315.22,27.15,29.01,0,0,40.93
54,2:30:14,Apr 02 2017,Manjari,0.14,339.3,26.64,28.5,0,0,41.07
55,3:00:11,Apr 02 2017,Manjari,0,0,26.12,27.57,0,0,39.68
56,3:30:14,Apr 02 2017,Manjari,0,0,25.51,26.84,0,0,40.02
57,4:00:15,Apr 02 2017,Manjari,0,0,25.02,26.12,0,0,39.76
58,4:30:14,Apr 02 2017,Manjari,0,0,23.76,24.03,0,0,46.1
59,5:00:13,Apr 02 2017,Manjari,0,0,22.04,22.85,0,0,51.1
60,5:30:13,Apr 02 2017,Manjari,0,0,21.22,22.85,0,0,54.91
61,6:00:10,Apr 02 2017,Manjari,0,0,21.32,23.04,0,0,55.58
62,6:30:17,Apr 02 2017,Manjari,0,0,20.52,22.38,0,0,57.5
63,7:00:11,Apr 02 2017,Manjari,0,0,20.51,22.87,0,0,57.94
64,7:30:11,Apr 02 2017,Manjari,0,0,20.77,24.74,0,0,59.77
65,8:00:15,Apr 02 2017,Manjari,0,0,23.07,28.4,0,0,51.62
66,8:30:10,Apr 02 2017,Manjari,1.59,0,26.38,31.61,0,0,39.84
67,9:00:15,Apr 02 2017,Manjari,2.04,0,28.47,34.33,0,0,29.39
68,9:30:11,Apr 02 2017,Manjari,4.9,0,29.46,36.24,0,0,29
69,10:00:11,Apr 02 2017,Manjari,7.02,12.47,29.95,35.85,0,0,30.27
70,10:30:14,Apr 02 2017,Manjari,6.23,0,30.88,36.1,0,0,30.5
71,11:00:14,Apr 02 2017,Manjari,10.12,329.78,31.85,37.6,0,0,30.53
72,11:30:14,Apr 02 2017,Manjari,9.92,130.79,32.92,38.22,0,0,29.05
73,12:00:11,Apr 02 2017,Manjari,8.56,208.46,33.86,39.05,0,0,27.22
74,12:30:15,Apr 02 2017,Manjari,8.71,83.27,34.59,39.89,0,0,25.26
75,13:00:22,Apr 02 2017,Manjari,12.2,0,35.08,40.94,0,0,24.16
76,13:30:11,Apr 02 2017,Manjari,10,323.87,35.79,41.25,0,0,22.82
77,14:00:10,Apr 02 2017,Manjari,10.91,37.28,36.44,41.64,0,0,21.32
78,14:30:11,Apr 02 2017,Manjari,11.35,0,36.76,41.6,0,0,19.79
79,15:00:10,Apr 02 2017,Manjari,16,129.28,36.62,41.18,0,0,19.58
80,15:30:14,Apr 02 2017,Manjari,16.06,77.31,36.38,40.82,0,0,20.3
81,16:00:10,Apr 02 2017,Manjari,13.31,60.31,36.27,40.96,0,0,21.66
82,16:30:12,Apr 02 2017,Manjari,14.51,26.01,35.75,41.39,0,0,23.33
83,17:00:10,Apr 02 2017,Manjari,13.25,178,35.5,40.63,0,0,23.76
84,17:30:13,Apr 02 2017,Manjari,11.89,5.55,34.89,38.5,0,0,24.11
85,18:00:11,Apr 02 2017,Manjari,13.05,19.81,34.27,37.07,0,0,25.11
86,18:30:14,Apr 02 2017,Manjari,8.35,23.72,33.38,35.75,0,0,26.65
87,19:00:11,Apr 02 2017,Manjari,5.96,20.6,32.47,34.73,0,0,27.92
88,19:30:15,Apr 02 2017,Manjari,4.38,356.11,31.68,33.75,0,0,28
89,20:00:10,Apr 02 2017,Manjari,1.86,360,30.85,32.91,0,0,30.79
90,20:30:15,Apr 02 2017,Manjari,1.24,0,30.25,32.44,0,0,29.33
91,21:00:11,Apr 02 2017,Manjari,0.48,0,29.68,31.19,0,0,28.66
92,21:30:11,Apr 02 2017,Manjari,0.76,7.32,28.87,30.6,0,0,30.81
93,22:00:14,Apr 02 2017,Manjari,0,6.88,28.12,29.49,0,0,34.16
94,22:30:12,Apr 02 2017,Manjari,0.11,6.88,27.35,28.55,0,0,37.92
95,23:00:11,Apr 02 2017,Manjari,0.63,0,26.99,28.85,0,0,40.15
96,23:30:11,Apr 02 2017,Manjari,0,0,26.66,28.65,0,0,40.95
97,0:00:10,Apr 03 2017,Manjari,0,0,26.03,27.21,0,0,42.36
98,0:30:10,Apr 03 2017,Manjari,0,346.26,25.57,27.39,0,0,42.52
99,1:00:14,Apr 03 2017,Manjari,0,345.92,24.93,26.32,0,0,43.78
100,1:30:11,Apr 03 2017,Manjari,0,345.92,24.2,24.58,0,0,45.64
101,2:00:10,Apr 03 2017,Manjari,0,345.92,22.54,22.98,0,0,50.32
102,2:30:14,Apr 03 2017,Manjari,0,345.92,21.09,22.07,0,0,54.43
103,3:00:10,Apr 03 2017,Manjari,0,345.92,20.6,21.63,0,0,55.2
104,3:30:11,Apr 03 2017,Manjari,0,345.92,20.19,21.05,0,0,55.25
105,4:00:15,Apr 03 2017,Manjari,0,345.92,20.71,21.94,0,0,52.47
106,4:30:13,Apr 03 2017,Manjari,0,345.92,21.39,21.65,0,0,49.38
107,5:00:14,Apr 03 2017,Manjari,0,345.92,20.87,21.11,0,0,49.99
108,5:30:11,Apr 03 2017,Manjari,0,345.92,20.43,20.93,0,0,52
109,6:00:13,Apr 03 2017,Manjari,0,345.92,19.97,20.55,0,0,53.36
110,6:30:14,Apr 03 2017,Manjari,0,345.92,19.38,19.98,0,0,55.94
111,7:00:11,Apr 03 2017,Manjari,0,345.92,18.47,20.25,0,0,59.43
112,7:30:10,Apr 03 2017,Manjari,0,345.92,18.94,22.04,0,0,63.83
113,8:00:14,Apr 03 2017,Manjari,0,346.03,21.67,25.71,0,0,59.06
114,8:30:14,Apr 03 2017,Manjari,0.12,353.45,25.09,29.78,0,0,46.86
115,9:00:11,Apr 03 2017,Manjari,4.29,0,27.34,33.43,0,0,32.95
116,9:30:15,Apr 03 2017,Manjari,3.66,345.47,28.5,35.62,0,0,31.43
117,10:00:10,Apr 03 2017,Manjari,5.8,8.63,29.4,35.46,0,0,30.8
118,10:30:15,Apr 03 2017,Manjari,6.14,36.58,30.52,35.74,0,0,29.42
119,11:00:11,Apr 03 2017,Manjari,4.26,0,31.49,37.44,0,0,27.91
120,11:30:11,Apr 03 2017,Manjari,4.59,12.47,32.42,37.7,0,0,26.53
121,12:00:14,Apr 03 2017,Manjari,5.99,316.43,33.33,38.71,0,0,25.55
122,12:30:15,Apr 03 2017,Manjari,2.62,42.1,34.81,40.35,0,0,23.73
123,13:00:15,Apr 03 2017,Manjari,6.18,319.8,35.89,41.97,0,0,21.42
124,13:30:14,Apr 03 2017,Manjari,11.46,187.35,36.96,42.23,0,0,19.18
125,14:00:13,Apr 03 2017,Manjari,16.31,94.17,36.88,41.92,0,0,19.65
126,14:30:11,Apr 03 2017,Manjari,18.34,142.91,36.62,41.31,0,0,21.24
127,15:00:15,Apr 03 2017,Manjari,15.16,9.49,36.29,41.08,0,0,22.77
128,15:30:12,Apr 03 2017,Manjari,12.87,163.67,36.09,40.72,0,0,24.02
129,16:00:15,Apr 03 2017,Manjari,14.61,53.52,36.09,41.22,0,0,24.17
130,16:30:10,Apr 03 2017,Manjari,15.43,103.79,35.73,41.38,0,0,23.66
131,17:00:11,Apr 03 2017,Manjari,14.95,18.62,35.15,40.17,0,0,23.63
132,17:30:14,Apr 03 2017,Manjari,12.78,263.65,34.57,38.02,0,0,23.64
133,18:00:11,Apr 03 2017,Manjari,8.04,0,34.01,36.72,0,0,23.01
134,18:30:13,Apr 03 2017,Manjari,8.68,173.12,32.98,35.28,0,0,22.43
135,19:00:12,Apr 03 2017,Manjari,4.4,1.48,31.76,33.95,0,0,24.15
136,19:30:13,Apr 03 2017,Manjari,3.63,3.76,30.62,32.88,0,0,26.49
137,20:00:11,Apr 03 2017,Manjari,4.37,21.39,30.11,32.41,0,0,27.58
138,20:30:11,Apr 03 2017,Manjari,0.36,0,29.19,30.97,0,0,28.88
139,21:00:10,Apr 03 2017,Manjari,1.37,336.19,28.49,30.59,0,0,29.3
140,21:30:15,Apr 03 2017,Manjari,0.4,0,28.17,29.8,0,0,29.52
141,22:00:10,Apr 03 2017,Manjari,0,339.65,27.11,28.48,0,0,31.6
142,22:30:13,Apr 03 2017,Manjari,0,339.76,26.41,27.96,0,0,33.41
143,23:00:11,Apr 03 2017,Manjari,0.44,335.5,26.21,28.4,0,0,33.86
144,23:30:11,Apr 03 2017,Manjari,0.07,338.5,26.02,28.08,0,0,34.87
145,0:00:10,Apr 04 2017,Manjari,0,338.5,25.29,26.28,0,0,38.01
146,0:30:15,Apr 04 2017,Manjari,0,338.5,24.47,24.99,0,0,42.34
147,1:00:15,Apr 04 2017,Manjari,0,338.5,23.64,23.67,0,0,44.1
148,1:30:11,Apr 04 2017,Manjari,0,338.5,22.8,22.82,0,0,46.23
149,2:00:14,Apr 04 2017,Manjari,0,338.5,22.28,22.57,0,0,47.82
150,2:30:11,Apr 04 2017,Manjari,0,338.5,22.14,22.58,0,0,48.21
151,3:00:15,Apr 04 2017,Manjari,0,338.5,22.33,23.4,0,0,46.59
152,3:30:11,Apr 04 2017,Manjari,0,338.5,22.64,24.17,0,0,44.63
153,4:00:15,Apr 04 2017,Manjari,0,338.27,22.73,24.2,0,0,45.62
154,4:30:10,Apr 04 2017,Manjari,0.22,335.73,22.82,24.84,0,0,45.92
155,5:00:13,Apr 04 2017,Manjari,0.12,352.44,23.06,25.42,0,0,44.99
156,5:30:14,Apr 04 2017,Manjari,0,351.88,22.77,24.4,0,0,44.49
157,6:00:11,Apr 04 2017,Manjari,0,357.44,22.57,24.46,0,0,44.5
158,6:30:14,Apr 04 2017,Manjari,0,357.44,22.42,23.1,0,0,45.48
159,7:00:11,Apr 04 2017,Manjari,0,357.44,21.25,22.2,0,0,51.24
160,7:30:10,Apr 04 2017,Manjari,0,357.55,20.5,23.8,0,0,56.24
161,8:00:15,Apr 04 2017,Manjari,0,345.58,21.98,25.7,0,0,56.22
162,8:30:10,Apr 04 2017,Manjari,0.06,350.32,23.77,28.36,0,0,51.32
163,9:00:15,Apr 04 2017,Manjari,1.32,91.88,26.01,31.72,0,0,45.13
164,9:30:14,Apr 04 2017,Manjari,2.92,149.15,27.46,33.75,0,0,41.35
165,10:00:12,Apr 04 2017,Manjari,1.68,149.55,29.05,34.93,0,0,36.85
166,10:30:11,Apr 04 2017,Manjari,0.21,149.75,30.16,34.89,0,0,34.2
167,11:00:13,Apr 04 2017,Manjari,2.78,50.02,31.14,36.98,0,0,29.87
168,11:30:11,Apr 04 2017,Manjari,5.41,346.26,32.73,38.2,0,0,24.38
169,12:00:10,Apr 04 2017,Manjari,2.29,0,34.12,39.17,0,0,22.9
170,12:30:10,Apr 04 2017,Manjari,2.26,0,34.93,40.2,0,0,22.08
171,13:00:19,Apr 04 2017,Manjari,6.49,337.58,35.78,41.71,0,0,20.17
172,13:30:12,Apr 04 2017,Manjari,5.37,314.97,36.63,42.37,0,0,19.35
173,14:00:10,Apr 04 2017,Manjari,11.07,24.49,37.16,42.32,0,0,18.71
174,14:30:14,Apr 04 2017,Manjari,13.79,251.71,37.84,42.76,0,0,18.36
175,15:00:14,Apr 04 2017,Manjari,15.03,332.47,37.68,42.37,0,0,19.16
176,15:30:14,Apr 04 2017,Manjari,14.24,64.2,37.37,41.82,0,0,20.83
177,16:00:15,Apr 04 2017,Manjari,13.86,243.49,36.89,41.67,0,0,22.89
178,16:30:14,Apr 04 2017,Manjari,13.89,37.28,36.37,41.84,0,0,25.47
179,17:00:10,Apr 04 2017,Manjari,12.53,14.55,35.9,41.04,0,0,26.19
180,17:30:10,Apr 04 2017,Manjari,10.44,246.54,35.33,38.87,0,0,26.19
181,18:00:10,Apr 04 2017,Manjari,11.69,0,34.59,37.26,0,0,25.06
182,18:30:10,Apr 04 2017,Manjari,4.49,347.62,33.67,35.8,0,0,25.58
183,19:00:13,Apr 04 2017,Manjari,5.46,348.63,32.27,34.39,0,0,29.27
184,19:30:15,Apr 04 2017,Manjari,9.84,345.69,31.03,33.43,0,0,33.8
185,20:00:11,Apr 04 2017,Manjari,7.99,326.48,30.22,32.53,0,0,37.54
186,20:30:14,Apr 04 2017,Manjari,3.02,339.42,29.59,31.81,0,0,36.73
187,21:00:10,Apr 04 2017,Manjari,1.81,341.94,28.93,31.19,0,0,38.71
188,21:30:10,Apr 04 2017,Manjari,4.07,348.74,28.35,30.82,0,0,43.27
189,22:00:10,Apr 04 2017,Manjari,2.5,320.29,27.74,29.99,0,0,46.38
190,22:30:11,Apr 04 2017,Manjari,3.36,339.3,27.29,29.67,0,0,48.16
191,23:00:15,Apr 04 2017,Manjari,0.77,0,26.64,28.86,0,0,51.73
192,23:30:10,Apr 04 2017,Manjari,1.25,343.31,26.13,28.37,0,0,53.57
193,0:00:15,Apr 05 2017,Manjari,0.05,30.48,25.7,27.93,0,0,54.69
194,0:30:15,Apr 05 2017,Manjari,0,20.6,24.99,26.76,0,0,60.5
195,1:00:10,Apr 05 2017,Manjari,0,19.81,24.22,26.08,0,0,63.78
196,1:30:13,Apr 05 2017,Manjari,0,19.42,23.53,25.27,0,0,67.58
197,2:00:15,Apr 05 2017,Manjari,0,19.42,23.1,25.15,0,0,70.31
198,2:30:15,Apr 05 2017,Manjari,0,6,22.9,25.33,0,0,71.7
199,3:00:10,Apr 05 2017,Manjari,0.13,0,22.79,25.25,0,0,72.58
200,3:30:10,Apr 05 2017,Manjari,0.06,0,22.69,24.82,0,0,72.37
201,4:00:15,Apr 05 2017,Manjari,0.47,328.84,22.41,24.91,0,0,71.54
202,4:30:14,Apr 05 2017,Manjari,0.29,351.32,22.36,24.9,0,0,69.32
203,5:00:13,Apr 05 2017,Manjari,0,350.76,22.3,24.46,0,0,70.23
204,5:30:10,Apr 05 2017,Manjari,0,350.76,21.71,22.59,0,0,70.95
205,6:00:15,Apr 05 2017,Manjari,0,350.76,20.61,20.79,0,0,72.66
206,6:30:10,Apr 05 2017,Manjari,0,350.76,19.46,20.01,0,0,75.28
207,7:00:15,Apr 05 2017,Manjari,0,350.76,18.67,20.26,0,0,77.74
208,7:30:14,Apr 05 2017,Manjari,0,350.76,19.7,24.16,0,0,73.62
209,8:00:14,Apr 05 2017,Manjari,2.19,341.6,23.49,28.79,0,0,58.08
210,8:30:13,Apr 05 2017,Manjari,7.14,316.06,26.73,32.52,0,0,43.11
211,9:00:14,Apr 05 2017,Manjari,9.76,340.91,28.68,35.16,0,0,35.03
212,9:30:14,Apr 05 2017,Manjari,7.32,345.47,30.16,37.69,0,0,29.31
213,10:00:12,Apr 05 2017,Manjari,7.76,349.87,31.4,37.99,0,0,27.65
214,10:30:11,Apr 05 2017,Manjari,13.75,1.94,32.52,37.69,0,0,25.57
215,11:00:23,Apr 05 2017,Manjari,13.54,343.42,33.77,39.68,0,0,23.48
216,11:30:15,Apr 05 2017,Manjari,13.48,262.26,34.95,39.89,0,0,21.1
217,12:00:23,Apr 05 2017,Manjari,17.07,325.41,35.89,40.93,0,0,19.35
218,12:30:15,Apr 05 2017,Manjari,16.98,239.96,36.75,41.59,0,0,18.1
219,13:00:14,Apr 05 2017,Manjari,16.14,6,37.04,42.71,0,0,18.13
220,13:30:14,Apr 05 2017,Manjari,17.83,269.13,37.55,42.81,0,0,16.69
221,14:00:13,Apr 05 2017,Manjari,17.27,165.74,37.63,42.63,0,0,16.24
222,14:30:15,Apr 05 2017,Manjari,16.3,41.76,37.65,42.26,0,0,16.43
223,15:00:10,Apr 05 2017,Manjari,16.6,22.95,37.42,42.17,0,0,17.22
224,15:30:13,Apr 05 2017,Manjari,17.67,32.66,37.34,41.73,0,0,17.7
225,16:00:11,Apr 05 2017,Manjari,16.52,13.31,37.13,42.48,0,0,17.88
226,16:30:14,Apr 05 2017,Manjari,17.03,41.08,36.88,42.74,0,0,18.29
227,17:00:11,Apr 05 2017,Manjari,16.87,32.3,36.29,41.44,0,0,21.12
228,17:30:15,Apr 05 2017,Manjari,15.32,20.21,35.77,39.21,0,0,21.68
229,18:00:13,Apr 05 2017,Manjari,12.13,45.44,35.28,37.96,0,0,22.33
230,18:30:13,Apr 05 2017,Manjari,11.86,181.74,34.28,36.63,0,0,22.01
231,19:00:10,Apr 05 2017,Manjari,5.22,0,33.11,35.18,0,0,23.87
232,19:30:11,Apr 05 2017,Manjari,4.06,347.84,32.11,34.18,0,0,24.19
233,20:00:13,Apr 05 2017,Manjari,3.35,352.89,31.24,33.34,0,0,25.2
234,20:30:11,Apr 05 2017,Manjari,5.38,242.32,30.43,32.4,0,0,27.95
235,21:00:10,Apr 05 2017,Manjari,2.82,353.33,29.78,31.75,0,0,31.53
236,21:30:10,Apr 05 2017,Manjari,0.76,335.96,28.87,30.81,0,0,40.82
237,22:00:11,Apr 05 2017,Manjari,2.27,356.56,28.04,30.4,0,0,49.44
238,22:30:15,Apr 05 2017,Manjari,1.93,343.19,27.43,29.68,0,0,52.67
239,23:00:14,Apr 05 2017,Manjari,2.52,360,26.88,29.31,0,0,54.83
240,23:30:11,Apr 05 2017,Manjari,1.35,0,26.39,28.71,0,0,57.21
241,0:00:10,Apr 06 2017,Manjari,1.3,0,25.82,27.98,0,0,61.13
242,0:30:10,Apr 06 2017,Manjari,0.41,0,25.25,27.51,0,0,64.04
243,1:00:10,Apr 06 2017,Manjari,1.95,360,24.82,27.25,0,0,66.84
244,1:30:11,Apr 06 2017,Manjari,1.5,332.94,24.45,26.68,0,0,69.51
245,2:00:15,Apr 06 2017,Manjari,0.2,360,23.94,26.35,0,0,69.43
246,2:30:15,Apr 06 2017,Manjari,0,0,23.42,25,0,0,70.4
247,3:00:11,Apr 06 2017,Manjari,0,0,22.82,24.54,0,0,71.69
248,3:30:11,Apr 06 2017,Manjari,0,0,22.47,24.8,0,0,72.51
249,4:00:14,Apr 06 2017,Manjari,0,0,22.23,24.09,0,0,72.05
250,4:30:11,Apr 06 2017,Manjari,0,0,21.77,23.47,0,0,73.24
251,5:00:11,Apr 06 2017,Manjari,0,0,21.26,22.87,0,0,74.95
252,5:30:15,Apr 06 2017,Manjari,0,0,21.04,22.73,0,0,75.01
253,6:00:11,Apr 06 2017,Manjari,0,0,20.95,22.62,0,0,74.07
254,6:30:11,Apr 06 2017,Manjari,0,0,20.8,22.17,0,0,73.46
255,7:00:15,Apr 06 2017,Manjari,0,0,19.54,21.15,0,0,74.52
256,7:30:11,Apr 06 2017,Manjari,0,0,19.55,23.58,0,0,76.53
257,8:00:13,Apr 06 2017,Manjari,0,0,22.31,26.86,0,0,67.63
258,8:30:11,Apr 06 2017,Manjari,2.72,0,25.34,32.15,0,0,56.63
259,9:00:10,Apr 06 2017,Manjari,6.6,0,27.74,34.57,0,0,45.09
260,9:30:14,Apr 06 2017,Manjari,8.7,97.17,29.51,37.21,0,0,36.48
261,10:00:15,Apr 06 2017,Manjari,13.47,7.76,30.96,37.5,0,0,31.54
262,10:30:10,Apr 06 2017,Manjari,12.21,18.62,32.11,37.42,0,0,29.65
263,11:00:11,Apr 06 2017,Manjari,9.01,40.39,33.65,39.9,0,0,25.73
264,11:30:15,Apr 06 2017,Manjari,9.61,16.2,34.74,39.97,0,0,21.53
265,12:00:11,Apr 06 2017,Manjari,12.16,59.4,35.67,40.76,0,0,17.97
266,12:30:11,Apr 06 2017,Manjari,11.97,330.48,36.21,41.32,0,0,16.84
267,13:00:11,Apr 06 2017,Manjari,11.82,184.03,36.75,42.54,0,0,17.06
268,13:30:11,Apr 06 2017,Manjari,7.81,33.02,37.35,42.9,0,0,15.57
269,14:00:10,Apr 06 2017,Manjari,10.42,339.07,37.59,42.64,0,0,14.79
270,14:30:10,Apr 06 2017,Manjari,13.11,32.66,37.87,42.73,0,0,13.11
271,15:00:11,Apr 06 2017,Manjari,14.47,330.48,38.1,42.99,0,0,12.96
272,15:30:10,Apr 06 2017,Manjari,11.95,360,38.15,42.8,0,0,13.9
273,16:00:14,Apr 06 2017,Manjari,10.9,24.1,37.86,43.38,0,0,14
274,16:30:10,Apr 06 2017,Manjari,15.83,268.04,37.5,43.51,0,0,16.03
275,17:00:10,Apr 06 2017,Manjari,13.9,20.21,36.62,42.16,0,0,19.18
276,17:30:10,Apr 06 2017,Manjari,17.7,31.94,36.08,39.53,0,0,23.14
277,18:00:13,Apr 06 2017,Manjari,15.61,102.58,34.87,37.67,0,0,27.96
278,18:30:13,Apr 06 2017,Manjari,12.4,11.63,34.11,36.67,0,0,27.25
279,19:00:10,Apr 06 2017,Manjari,9.84,0,32.95,35.24,0,0,26.17
280,19:30:10,Apr 06 2017,Manjari,7.1,0,32.18,34.46,0,0,27.03
281,20:00:11,Apr 06 2017,Manjari,5.53,0,31.34,33.52,0,0,28.79
282,20:30:10,Apr 06 2017,Manjari,3.95,0,30.64,32.5,0,0,29.76
283,21:00:10,Apr 06 2017,Manjari,1.72,6,29.49,31.37,0,0,37.09
284,21:30:15,Apr 06 2017,Manjari,1.15,3.31,28.59,30.5,0,0,40.89
285,22:00:16,Apr 06 2017,Manjari,2.15,304.64,28.36,30.46,0,0,42.07
286,22:30:13,Apr 06 2017,Manjari,0,305.51,27.79,29.52,0,0,45.99
287,23:00:16,Apr 06 2017,Manjari,0,305.39,26.88,28.28,0,0,52.97
288,23:30:10,Apr 06 2017,Manjari,0,305.39,25.92,27.28,0,0,57.71
289,0:00:12,Apr 07 2017,Manjari,0,305.26,25.62,26.53,0,0,61.23
290,0:30:11,Apr 07 2017,Manjari,0,305.14,24.74,25.45,0,0,61.87
291,1:00:11,Apr 07 2017,Manjari,0,305.14,23.95,24.34,0,0,64.51
292,1:30:10,Apr 07 2017,Manjari,0,305.14,23.12,23.57,0,0,66.69
293,2:00:11,Apr 07 2017,Manjari,0,305.14,22.7,23.17,0,0,67.71
294,2:30:10,Apr 07 2017,Manjari,0,305.02,22.24,22.79,0,0,68.6
295,3:00:11,Apr 07 2017,Manjari,0,305.14,21.59,22.16,0,0,69.42
296,3:30:11,Apr 07 2017,Manjari,0,305.02,22.05,23.31,0,0,65.66
297,4:00:15,Apr 07 2017,Manjari,0,305.14,22.27,23.49,0,0,62.69
298,4:30:14,Apr 07 2017,Manjari,0,305.02,21.9,22.76,0,0,62.31
299,5:00:11,Apr 07 2017,Manjari,0,305.14,21.3,22.29,0,0,62.38
300,5:30:10,Apr 07 2017,Manjari,0,305.02,20.21,20.91,0,0,64.67
301,6:00:10,Apr 07 2017,Manjari,0,304.89,19.09,20.1,0,0,67.26
302,6:30:10,Apr 07 2017,Manjari,0,304.89,18.13,19.65,0,0,69.97
303,7:00:14,Apr 07 2017,Manjari,0,305.02,17.86,19.89,0,0,71.27
304,7:30:11,Apr 07 2017,Manjari,0,305.26,18.61,23.1,0,0,70.83
305,8:00:15,Apr 07 2017,Manjari,1.43,360,21.95,27.4,0,0,61.49
306,8:30:15,Apr 07 2017,Manjari,2.03,78.68,25.47,32.38,0,0,44.18
307,9:00:15,Apr 07 2017,Manjari,1.5,0,27.69,34.84,0,0,36.92
308,9:30:15,Apr 07 2017,Manjari,2.83,16.6,28.81,36.52,0,0,32.52
309,10:00:10,Apr 07 2017,Manjari,6.24,0,29.89,36.72,0,0,27.38
310,10:30:15,Apr 07 2017,Manjari,6.73,348.41,31.37,37.57,0,0,23.94
311,11:00:12,Apr 07 2017,Manjari,10.52,16.6,32.92,39.11,0,0,21.28
